label,segment,_page,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,borough
176 St.,Jerome Ave.,8,,,,,,,,1846524.0,1722924.0,1901013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Mt. Eden Ave.,Jerome Ave.,8,,,,,,,,3342816.0,3013924.0,2544129.0,2345970.0,2167010.0,2119438.0,2333836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
167 St.,Jerome Ave.,8,,,,,,,,2953153.0,2822030.0,2705529.0,2620039.0,,19211441.0,19147520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Segment Total,Jerome Ave.,8,,,,,,,,25271446.0,23601978.0,22184039.0,21412644.0,19719312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Anderson Ave./Jerome Ave.,Burnside Ave. Closed 8/31/58,8,,,,,,,,845527.0,828405.0,764392.0,751928.0,581295.0,453285.0,332856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Sedgwick Ave.,Burnside Ave. Closed 8/31/58,8,,,,,,,,297298.0,286527.0,257705.0,,,155394.0,134097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
155 St.,Burnside Ave. Closed 8/31/58,8,,,,,,,,318298.0,256860.0,224709.0,214616.0,413572.0,175892.0,117736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Segment Total,Burnside Ave. Closed 8/31/58,8,,,,,,,,1461123.0,1371786.0,1246386.0,1221260.0,994667.0,783571.0,584689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
207 St.,8 Ave.,9,,,,,,,,,,,,,,,3801429.0,3806959.0,3825699.0,3659858.0,3552633.0,3433190.0,3318600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
Dyckman St./200 St.,8 Ave.,9,,,,,,,,,,,,,,,2661080.0,2561699.0,2539200.0,2459699.0,2381339.0,2329990.0,2279205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
190 St.,8 Ave.,9,,,,,,,,,,,,,,,1372013.0,1361177.0,1384828.0,1335072.0,1286049.0,1255335.0,1238816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
181 St.,8 Ave.,9,,,,,,,,,,,,,,,3934972.0,3834190.0,3803804.0,3639017.0,3466165.0,3323911.0,3227413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
175 St.,8 Ave.,9,,,,,,,,,,,,,,,8044760.0,7910892.0,7686472.0,7414388.0,6922733.0,6771297.0,6305652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
163 St.,8 Ave.,9,,,,,,,,,,,,,,,2188525.0,2053238.0,2012797.0,1942716.0,1902975.0,1896978.0,1875739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
155 St.,8 Ave.,9,,,,,,,,,,,,,,,1925708.0,1801523.0,1769353.0,1583967.0,1386511.0,1128511.0,1513530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
145 St.,8 Ave.,9,,,,,,,,,,,,,,,3581609.0,3568856.0,3786930.0,3707230.0,7515523.0,7734258.0,7176132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
135 St.,8 Ave.,9,,,,,,,,,,,,,,,3391756.0,3148107.0,3040510.0,2877136.0,2678460.0,2581661.0,2493156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
125 St.,8 Ave.,9,,,,,,,,,,,,,,,9193636.0,8893903.0,9060361.0,9048213.0,8922535.0,8845719.0,8699100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
116 St.,8 Ave.,9,,,,,,,,,,,,,,,3256952.0,3136856.0,3107390.0,2873801.0,2810412.0,2751572.0,2712698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
Cathedral Pkwy.,8 Ave.,9,,,,,,,,,,,,,,,2518226.0,2416201.0,2456207.0,2400645.0,2298822.0,2252999.0,2202207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
103 St.,8 Ave.,9,,,,,,,,,,,,,,,1799211.0,1335062.0,1223126.0,1160402.0,1298131.0,1391367.0,1375140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
96 St.,8 Ave.,9,,,,,,,,,,,,,,,2670133.0,2413047.0,2281555.0,2069958.0,2254637.0,1722622.0,1707253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
86 St.,8 Ave.,9,,,,,,,,,,,,,,,3248971.0,3161856.0,3198283.0,3049057.0,2973870.0,2967072.0,2942270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
81 St.,8 Ave.,9,,,,,,,,,,,,,,,2589696.0,2487326.0,2312746.0,2402805.0,2384849.0,2342050.0,2381313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
72 St.,8 Ave.,9,,,,,,,,,,,,,,,2140528.0,2037770.0,2031500.0,1953453.0,1912845.0,1884366.0,1920258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
Segment Total,8 Ave.,9,,,,,,,,,,,,,,,62819205.0,60146776.0,59643560.0,57585904.0,55457242.0,54427021.0,53041337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205 St.,Concourse,9,,,,,,,,,,,,,,,5047046.0,4984160.0,4885037.0,4612829.0,4522868.0,4490202.0,4565970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Bedford Park Blvd.,Concourse,9,,,,,,,,,,,,,,,2331979.0,2256804.0,2353765.0,2280758.0,2301769.0,2279694.0,2314068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Kingsbridge Rd.,Concourse,9,,,,,,,,,,,,,,,3116416.0,3061603.0,3066994.0,2839014.0,2782340.0,2709282.0,2699419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Fordham Rd.,Concourse,9,,,,,,,,,,,,,,,4602372.0,4619113.0,4676662.0,4416455.0,4388478.0,4258391.0,4318003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
182-183 Sts.,Concourse,9,,,,,,,,,,,,,,,2517298.0,2475811.0,2475811.0,2366373.0,2321451.0,2285991.0,2289800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Tremont Ave.,Concourse,9,,,,,,,,,,,,,,,4757897.0,4815284.0,4782343.0,4544493.0,4402125.0,4321577.0,4344143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
174-175 Sts.,Concourse,9,,,,,,,,,,,,,,,2683500.0,2643885.0,2574150.0,2274979.0,2181981.0,2088300.0,2082694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
170 St.,Concourse,9,,,,,,,,,,,,,,,3680147.0,3622993.0,3614194.0,3410428.0,3323952.0,3227127.0,3171661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
167 St.,Concourse,9,,,,,,,,,,,,,,,4412398.0,4380040.0,4346540.0,4120485.0,3982060.0,3892183.0,3879541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
155 St.,Concourse,9,,,,,,,,,,,,,,,1856329.0,1623951.0,1511628.0,1465683.0,1450131.0,1144337.0,1266226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Segment Total,Concourse,9,,,,,,,,,,,,,,,35005382.0,34483644.0,34302766.0,32331497.0,31637155.0,30697284.0,30531525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
242 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,1825992.0,1730004.0,1722184.0,1676737.0,1756215.0,1858229.0,1952171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
238 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,700711.0,753273.0,794529.0,709704.0,831726.0,895041.0,963996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
231 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,1457334.0,1417778.0,1424776.0,1430064.0,1444727.0,1485717.0,1570156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
225 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,895231.0,961080.0,985457.0,980203.0,986480.0,1006924.0,1071856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
215 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,188634.0,179234.0,190434.0,211064.0,219804.0,218157.0,261975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
207 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,649103.0,633695.0,627219.0,649210.0,670113.0,690314.0,725640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
Dyckman St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,1101404.0,1122105.0,1125412.0,1121662.0,1159362.0,1247372.0,1396925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
191 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,1432489.0,1402177.0,1432916.0,1400490.0,1381478.0,1452838.0,1535182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
181 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,2250531.0,2210790.0,2154033.0,2120884.0,2150012.0,2067652.0,2242578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
157 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,1778026.0,1748028.0,1746500.0,1688173.0,1678078.0,1834770.0,1967881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
145 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,2026037.0,1999455.0,1993113.0,1948752.0,1903871.0,2007370.0,2152071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
137 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,732183.0,650651.0,650123.0,677346.0,585177.0,3670337.0,3867358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
125 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,2027021.0,1781747.0,1713957.0,1822607.0,1891470.0,1973754.0,2070601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
116 St./Columbia Univ.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,3376432.0,3235476.0,3307488.0,3128114.0,3065154.0,3213401.0,4357356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
Cathedral Pkwy.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,3281556.0,3147844.0,3154033.0,3182515.0,3192558.0,3359226.0,3359226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
103 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,3924155.0,3402373.0,3350821.0,3235106.0,3324999.0,3478246.0,3615367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
96 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,6292286.0,5900210.0,5852031.0,5682732.0,5617839.0,7491080.0,7897947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
91 St. (Closed 2/2/59),Broadway/7 Ave.,9,,,,,,,,,,,,,,,2411487.0,2396832.0,2424785.0,2387026.0,2392326.0,202689.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
86 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,4444883.0,4336650.0,4404633.0,4256353.0,4169931.0,4688550.0,4997692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
79 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,3705674.0,3532271.0,3530141.0,3403218.0,3280992.0,3409230.0,3537685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
72 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,7994184.0,7740251.0,7805804.0,7685370.0,7590615.0,7100453.0,7149726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
66 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,3226834.0,3135392.0,3220523.0,3102523.0,3746853.0,2300818.0,2279260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
Segment Total,Broadway/7 Ave.,9,,,,,,,,,,,,,,,58792187.0,56416772.0,56667669.0,55411301.0,54806660.0,55568555.0,57982800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodlawn,Jerome Ave.,9,,,,,,,,,,,,,,,1370219.0,1280814.0,1244281.0,1271489.0,1333778.0,1347539.0,1333836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Mosholu Pkwy.,Jerome Ave.,9,,,,,,,,,,,,,,,1358066.0,1341479.0,1322253.0,1300126.0,1293537.0,1283410.0,1268080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Bedford Park Blvd.,Jerome Ave.,9,,,,,,,,,,,,,,,563465.0,561171.0,566124.0,592322.0,593258.0,619050.0,641155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Kingsbridge Rd.,Jerome Ave.,9,,,,,,,,,,,,,,,1704606.0,1618606.0,1633907.0,1590447.0,1597107.0,1439447.0,1495447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Fordham Rd.,Jerome Ave.,9,,,,,,,,,,,,,,,1821586.0,1771963.0,1782511.0,1796250.0,1800742.0,1814463.0,1802202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
183 St.,Jerome Ave.,9,,,,,,,,,,,,,,,1251857.0,1192138.0,1173557.0,1183980.0,1177931.0,1206128.0,1224018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Burnside Ave.,Jerome Ave.,9,,,,,,,,,,,,,,,2290544.0,2159408.0,2159408.0,2138677.0,2141137.0,2196835.0,2163835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
176 St.,Jerome Ave.,9,,,,,,,,,,,,,,,386307.0,323988.0,306978.0,322310.0,1304859.0,1326155.0,1320061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Mt. Eden Ave.,Jerome Ave.,9,,,,,,,,,,,,,,,1492742.0,1422138.0,1370884.0,1277078.0,1264591.0,1282503.0,1278142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
170 St.,Jerome Ave.,9,,,,,,,,,,,,,,,2163233.0,2037819.0,2007994.0,1952434.0,1968980.0,1980166.0,1961053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
167 St.,Jerome Ave.,9,,,,,,,,,,,,,,,2054614.0,1969579.0,1933309.0,1892221.0,1883679.0,1911201.0,1903134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Segment Total,Jerome Ave.,9,,,,,,,,,,,,,,,17457239.0,16679457.0,16465375.0,16266586.0,16252983.0,16459889.0,16423763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Anderson Ave./Jerome Ave.,Burnside Ave. Closed 8/31/58,9,,,,,,,,,,,,,,,269581.0,226638.0,228222.0,211467.0,136055.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Sedgwick Ave.,Burnside Ave. Closed 8/31/58,9,,,,,,,,,,,,,,,104264.0,102879.0,104175.0,80137.0,40536.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
15 St.,Burnside Ave. Closed 8/31/58,9,,,,,,,,,,,,,,,135837.0,92109.0,74612.0,74174.0,71532.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Segment Total,Burnside Ave. Closed 8/31/58,9,,,,,,,,,,,,,,,509682.0,421626.0,407009.0,365778.0,248123.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
207 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2919120.0,2673700.0,2910884.0,2876926.0,2867155.0,2739933.0,2801768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
Dyckman St./200 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2275747.0,2325890.0,2150286.0,2076916.0,2032872.0,1892940.0,1952563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
190 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,1243897.0,1298426.0,1235244.0,1200051.0,1164440.0,1089199.0,1121130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
181 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,3108180.0,3243023.0,2860923.0,2735499.0,2542499.0,2612096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
175 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,6146356.0,6002434.0,6864537.0,6351605.0,6100452.0,5624022.0,6497750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
163 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,1878501.0,1943778.0,1764677.0,1658992.0,1602498.0,1458864.0,1516612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
155 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,1457481.0,1557489.0,1423013.0,1326196.0,1262032.0,1147476.0,1188441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
145 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,7154870.0,7098460.0,6983150.0,6931814.0,6838014.0,5519655.0,5500534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
135 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2421622.0,2481771.0,2223044.0,2072974.0,1954577.0,1714281.0,1639672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
125 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,8518533.0,8696902.0,8231828.0,7820090.0,7438979.0,6699546.0,6768368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
116 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2593188.0,2627988.0,2476678.0,2338153.0,2211222.0,1931882.0,2004292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
Cathedral Pkwy.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2150639.0,2218315.0,2067147.0,1972806.0,1868830.0,1717521.0,1731020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
103 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,1332902.0,1351740.0,1246991.0,1221188.0,1146493.0,1008429.0,1018984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
96 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,1822233.0,2029800.0,1867858.0,1553086.0,1491921.0,1464384.0,1463100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
86 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2814175.0,2870179.0,2617523.0,2491165.0,2345369.0,2101079.0,2122180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
81 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2375708.0,2518696.0,2387724.0,2313359.0,2253500.0,2079781.0,2182099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
72 St.,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,1707706.0,1765904.0,1706244.0,1678345.0,1617924.0,1575903.0,1619625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
Segment Total,8 Ave.,9,,,,,,,,,,,,,,,,,,,,,,51764859.0,52724088.0,50514266.0,48003649.0,46216921.0,42355593.0,43669898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205 St.,Concourse,9,,,,,,,,,,,,,,,,,,,,,,4541117.0,4487048.0,3913665.0,3519565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Bedford Park Blvd.,Concourse,9,,,,,,,,,,,,,,,,,,,,,,2388301.0,2431228.0,2292895.0,2194979.0,2140073.0,1964659.0,2025241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Kingsbridge Rd.,Concourse,9,,,,,,,,,,,,,,,,,,,,,,2705904.0,2712757.0,2551172.0,2412826.0,2302990.0,2097828.0,2100743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Fordham Rd.,Concourse,9,,,,,,,,,,,,,,,,,,,,,,4434511.0,4500978.0,4205375.0,3971974.0,3820826.0,3396314.0,3427212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
182-183 Sts.,Concourse,9,,,,,,,,,,,,,,,,,,,,,,2274020.0,2306109.0,2186718.0,2072628.0,2027950.0,1816545.0,1836014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Tremont Ave.,Concourse,9,,,,,,,,,,,,,,,,,,,,,,4344173.0,4330256.0,4072991.0,3822030.0,3629098.0,3248710.0,3197132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
174-175 Sts.,Concourse,9,,,,,,,,,,,,,,,,,,,,,,2072393.0,2161580.0,2086310.0,2000926.0,1952504.0,1777846.0,1838014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
170 St.,Concourse,9,,,,,,,,,,,,,,,,,,,,,,3171973.0,3171773.0,3017838.0,2917723.0,2832700.0,2629305.0,2655425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
167 St.,Concourse,9,,,,,,,,,,,,,,,,,,,,,,3876053.0,3926030.0,3783555.0,3667816.0,3588699.0,3279646.0,3396347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
155 St.,Concourse,9,,,,,,,,,,,,,,,,,,,,,,1313112.0,1808984.0,1781951.0,1078420.0,1014315.0,965134.0,967483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
Segment Total,Concourse,9,,,,,,,,,,,,,,,,,,,,,,31067576.0,31787881.0,30275850.0,28180735.0,27272820.0,24695552.0,24971503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
242 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2105302.0,2243285.0,2240146.0,2150786.0,2039165.0,1808890.0,1811290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronx
238 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,881444.0,919705.0,918196.0,982996.0,1018005.0,1011936.0,1046860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
231 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,1926065.0,2169627.0,1859525.0,1857896.0,1741051.0,1571469.0,1617600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
225 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,1100461.0,1071745.0,981356.0,1060877.0,1010206.0,907383.0,911429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
215 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,300437.0,293526.0,260173.0,253667.0,241631.0,214855.0,214229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
207 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,749906.0,757089.0,762717.0,777879.0,785310.0,704136.0,721140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
Dyckman St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,1481437.0,1510961.0,1512506.0,1565020.0,1543996.0,1433935.0,1488332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
191 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,1587613.0,1664058.0,1672242.0,1760272.0,1689716.0,1561889.0,1625732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
181 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2414447.0,2531659.0,2541571.0,2633334.0,3408811.0,2356428.0,2428581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
157 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2045706.0,2190822.0,2133562.0,2211174.0,2202094.0,2017076.0,2093245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
145 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2204900.0,2322463.0,2219914.0,2202963.0,2106112.0,1898049.0,1901670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
137 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,3684304.0,4129658.0,4176902.0,4176902.0,3800094.0,3806923.0,3697823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
125 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,2277148.0,2519381.0,2440156.0,2472027.0,2358679.0,2126095.0,2164566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
116 St./Columbia Univ.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,3484399.0,3608921.0,3558763.0,3617748.0,3493514.0,3182423.0,3327064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
Cathedral Pkwy.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,3414409.0,3537967.0,3421839.0,3536226.0,3498811.0,3175100.0,3296978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
103 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,3573533.0,3870581.0,3766111.0,3771507.0,3720229.0,3508795.0,3658999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
96 St.,Broadway/7 Ave.,9,,,,,,,,,,,,,,,,,,,,,,7870466.0,8144629.0,7825345.0,7483040.0,7209096.0,6668805.0,7045633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan
