label,_page,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,borough
LIVONIA AVENUE BRANCH,4,,4878570.0,5049559.0,5488000.0,,3005622.0,3334503.0,3587770.0,4228675.0,4549180.0,Brooklyn
Sutter Avenue (from 11/22/80),4,,,,2094307.0,2435458.0,3005622.0,3334503.0,3587770.0,4228675.0,4549180.0,Brooklyn
Saratoga Ave. (from 11/22/80),4,,721910.0,1333990.0,1649684.0,2233031.0,3030321.0,3373668.0,3575041.0,3830440.0,4107038.0,Brooklyn
Rockaway Ave. (from 11/22/80),4,,1222500.0,1434380.0,1637849.0,1818031.0,2030321.0,3810901.0,2618746.0,2905849.0,2913841.0,Brooklyn
Junius Street (from 12/23/80),4,,683900.0,1503800.0,1623768.0,1797328.0,2102691.0,2500103.0,2810439.0,2980903.0,2979904.0,Brooklyn
Pennsylvania Ave. (from 12/23/80),4,,682300.0,1618610.0,2316154.0,3151558.0,,476263.0,1263581.0,1410312.0,1667968.0,Brooklyn
Van Sicklen Ave.,4,,,,,,832160.0,1531297.0,1685919.0,,2026301.0,Brooklyn
New Lots Ave.,4,,,,,,,12016067.0,13382895.0,,,Brooklyn
NOSTRAND AVENUE BR.,4,,7303010.0,7467330.0,7510870.0,2517828.0,,712230.0,738372.0,823577.0,902157.0,Brooklyn
President St. (from 8/25/80),4,,714600.0,717300.0,604819.0,753609.0,817500.0,935198.0,1071879.0,,1318006.0,Brooklyn
Sterling Street (from 8/25/80),4,,985600.0,,,,,1803163.0,1919677.0,,,Brooklyn
Winthrop Street (from 8/25/80),4,,983500.0,,1583638.0,1762805.0,1809220.0,2216172.0,2439566.0,2854870.0,3180634.0,Brooklyn
Church Ave. (from 8/25/80),4,,,1554380.0,1050994.0,1162271.0,1298388.0,1513081.0,1684588.0,1885027.0,2006671.0,Brooklyn
Beverly Road (from 8/25/80),4,,1098500.0,1087009.0,,,,1003164.0,1476928.0,1686932.0,1800331.0,Brooklyn
Newkirk Ave. (from 8/25/80),4,,,,1854033.0,2138214.0,2583842.0,3340360.0,3839247.0,4513642.0,5187571.0,Brooklyn
Flatbush Ave. (from 8/25/80),4,,1840000.0,1807000.0,,,123.0,1641.0,2774.0,,2468.0,Brooklyn
Miscellaneous ticket sales,4,,10898.0,12161.0,4868.0,,,,,,,Brooklyn
QUEENSBORO SUBWAY - NET TOTAL,5,18900041.0,21787216.0,22780256.0,24879218.0,23954356.0,25895241.0,27909920.0,32239278.0,40418194.0,48863818.0,Queens
"DR. ADJUSTMENT OF JOINT TRAFFIC, 2D AVE. EL",5,7237280.0,7458544.0,7104840.0,8341842.0,8055905.0,8848907.0,9121838.0,10463751.0,10700565.0,10358069.0,Queens
QUEENSBORO SUBWAY - GROSS TOTAL,5,26137550.0,29246360.0,29858696.0,33081860.0,32011351.0,34211848.0,37031768.0,42505089.0,51117759.0,59221882.0,Queens
MAIN LINE,5,9527870.0,10400229.0,10686261.0,16247478.0,12453258.0,11928222.0,11457436.0,14686393.0,16043425.0,17822950.0,Queens
Fifth Avenue (from 8/22/86),5,,,,,,,676502.0,2721807.0,3644870.0,3697701.0,Queens
Central (Lexington Avenue),5,413920.0,426848.0,899581.0,863955.0,247746.0,836644.0,227430.0,800564.0,420707.0,651224.0,Queens
Jackson Avenue,5,4393000.0,5286100.0,5382300.0,5881140.0,6233085.0,5447212.0,5296537.0,5334047.0,5901891.0,6287039.0,Manhattan
Hunter's Point Avenue,5,619210.0,690780.0,662380.0,913665.0,1008899.0,893460.0,920514.0,963154.0,1072269.0,1241822.0,Manhattan
11th Street - Courthouse Square,5,1246740.0,1399400.0,1486700.0,1697931.0,1863292.0,2036984.0,2099687.0,2128678.0,2281869.0,2418124.0,Manhattan
Queensboro Plaza,5,2585000.0,2597700.0,2765400.0,3370755.0,3000211.0,2923890.0,2116997.0,3192108.0,3512863.0,3680930.0,Queens
ASTORIA BRANCH,5,8254040.0,8749500.0,8939100.0,8447890.0,7889992.0,7697880.0,8981969.0,11467466.0,13662824.0,16293776.0,Queens
Beebe Avenue,5,291200.0,719800.0,800200.0,801032.0,679987.0,616468.0,627923.0,694973.0,801548.0,854169.0,Queens
Washington Avenue,5,908140.0,1068200.0,928300.0,941076.0,815374.0,855888.0,1035359.0,1156444.0,1301075.0,1567141.0,Queens
Broadway,5,1953800.0,1993800.0,1859500.0,1886944.0,1767393.0,1982905.0,4087918.0,2875407.0,3503174.0,4251900.0,Queens
Grand Avenue,5,1985800.0,2024600.0,1990600.0,1998898.0,1729367.0,1831622.0,1985711.0,2381412.0,2897891.0,3256605.0,Queens
Hoyt Avenue,5,1648200.0,1700300.0,1634000.0,1463529.0,1309894.0,1487552.0,1878089.0,1826880.0,2210997.0,2451582.0,Queens
Ditmars Avenue,5,996900.0,1243100.0,1126500.0,1356341.0,1696829.0,2893651.0,2600969.0,3033840.0,3918129.0,3972370.0,Queens
FLUSHING BRANCH,5,8620175.0,10088636.0,10821417.0,12519691.0,11655196.0,15345386.0,14670888.0,17238717.0,21611569.0,25740070.0,Queens
Rawson Street,5,600570.0,608700.0,685467.0,1036151.0,976100.0,1087286.0,1169650.0,1267213.0,1231743.0,1399822.0,Queens
Lowery Street,5,64870.0,83260.0,160050.0,231428.0,216461.0,228294.0,242682.0,846721.0,625800.0,1014865.0,Queens
Bliss Street,5,318560.0,376200.0,363200.0,434087.0,548783.0,948434.0,1160947.0,1671518.0,2422884.0,2957583.0,Queens
Lincoln Avenue,5,334580.0,392960.0,388040.0,303860.0,405874.0,672202.0,677906.0,677650.0,863382.0,1045285.0,Queens
Woodside,5,1047960.0,1282300.0,1340300.0,1471824.0,1379411.0,1659595.0,1756438.0,2015240.0,2309769.0,2447717.0,Queens
Fisk Avenue,5,556640.0,592580.0,622520.0,663183.0,601218.0,819423.0,843308.0,937564.0,1098918.0,1160773.0,Queens
Broadway,5,706398.0,756936.0,739260.0,834942.0,845396.0,844484.0,818026.0,984028.0,1017180.0,1205046.0,Queens
25th Street (Jackson Heights),5,802860.0,949700.0,1120840.0,1219215.0,1075048.0,1193826.0,1263875.0,1522306.0,1890370.0,2213006.0,Queens
Elmhurst Avenue,5,729000.0,798800.0,765040.0,735423.0,749198.0,933630.0,938303.0,1161631.0,1438405.0,1629270.0,Queens
Junction Avenue,5,1141400.0,1298800.0,1357300.0,1658847.0,2458474.0,2683640.0,2087118.0,2059055.0,2419077.0,2754217.0,Queens
Albertus Avenue,5,2703200.0,3370400.0,3528000.0,4013218.0,2705006.0,2871143.0,2737249.0,3017138.0,3200413.0,3156808.0,Queens
111th Street (from 10/13/22),5,,,,,,,1268448.0,1696916.0,1874679.0,2047169.0,Queens
Willets Point Blvd. (from 6/7/27),5,,,,,,,,118344.0,220193.0,20596.0,Queens
Main Street - Flushing (from 1/21/28),5,,,,,,,,,1476997.0,4054720.0,Queens
Miscellaneous ticket sales,5,5245.0,7897.0,8818.0,6547.0,8646.0,499.0,,,,,Queens
N.Y. Rapid Transit Corp.'s Tickets - Cr.,5,,,,126.0,733.0,1155.0,1965.0,9463.0,9951.0,14806.0,Queens
"Total, Contract 3",5,215503078.0,271105836.0,289740251.0,314680891.0,339558089.0,360488179.0,392100212.0,415747047.0,467465720.0,497903109.0,Queens
"Total, Subway Division",5,586098633.0,639355780.0,644075474.0,676650431.0,714933187.0,736820672.0,784280078.0,814626596.0,897603467.0,932446803.0,Queens
SECOND AVENUE LINE - GROSS TOTAL,5,64389075.0,66978320.0,63012068.0,63808080.0,63778095.0,61407486.0,63227896.0,63030740.0,61448336.0,60780184.0,Queens
CR. ADJUSTMENT OF JOINT TRAFFIC (Queensboro Sub.),5,7237280.0,7458544.0,7104840.0,8341842.0,8055905.0,8848907.0,9121838.0,10463751.0,10700565.0,10358069.0,Queens
SECOND AVENUE LINE - NET,5,57152686.0,58819785.0,55907228.0,55466238.0,55722606.0,55661179.0,53105867.0,52672006.0,60755671.0,50422090.0,Queens
City Hall,5,3824828.0,3579201.0,3408400.0,3399810.0,3414886.0,3501730.0,3428104.0,3602596.0,3696140.0,3496770.0,Queens
Chatham Square,5,2146090.0,1820040.0,1872800.0,1655332.0,1628350.0,1649612.0,1480036.0,1451310.0,1376170.0,1317683.0,Queens
Canal Street,5,2476118.0,2645056.0,2474529.0,2422322.0,2419545.0,2296518.0,2109907.0,2022768.0,,1655345.0,Queens
Grand Street,5,3271112.0,3368187.0,3280220.0,3165726.0,3135126.0,2911060.0,2816314.0,2865223.0,2553168.0,2198401.0,Queens
Rivington Street,5,3766113.0,4028060.0,3870484.0,3705830.0,3575256.0,2232467.0,2964145.0,2777093.0,2984012.0,,Queens
1st Street,5,2773389.0,2039025.0,2844843.0,2768552.0,2760814.0,2720735.0,2773112.0,2727370.0,2629568.0,2577794.0,Queens
8th Street,5,3340908.0,3582680.0,3576012.0,3539756.0,3574326.0,3401794.0,3572117.0,3719726.0,,4222225.0,Queens
14th Street,5,3203060.0,3388533.0,3362443.0,2376198.0,3246047.0,3880026.0,3626099.0,4064943.0,3989431.0,4222225.0,Queens
18th Street,5,1219637.0,1267839.0,1250740.0,1240862.0,1244390.0,1215860.0,1131354.0,1131766.0,1186505.0,1232232.0,Queens
23rd Street,5,1949190.0,2004638.0,1956908.0,1968704.0,2066144.0,2161986.0,1989672.0,1969474.0,2115180.0,1833232.0,Queens
34th Street,5,1727850.0,1749176.0,1718690.0,1847631.0,1994263.0,2108820.0,2032259.0,2169474.0,2114477.0,2894936.0,Queens
42nd Street,5,1964200.0,2001600.0,2166100.0,2002208.0,1919836.0,1984930.0,1983740.0,1271603.0,1287005.0,1331474.0,Queens
50th Street,5,1204280.0,1003093.0,998526.0,1006068.0,1084670.0,1167155.0,1183929.0,1137696.0,1213867.0,1307511.0,Queens
57th Street,5,2339920.0,2442240.0,2355200.0,2447876.0,2357409.0,2409171.0,2300033.0,2330053.0,1331503.0,1624672.0,Queens
65th Street,5,2310040.0,1363052.0,1308440.0,1348272.0,1293912.0,1363480.0,1263685.0,1826044.0,1776936.0,2729080.0,Queens
72nd Street,5,3165780.0,3083080.0,2973160.0,2949649.0,2888783.0,2915492.0,2839829.0,2786727.0,,,Queens
80th Street,5,2826144.0,2760650.0,2657800.0,2670580.0,2316571.0,2311051.0,2243270.0,2341161.0,2222417.0,2250781.0,Queens
86th Street,5,1508150.0,1469997.0,1499920.0,1333110.0,1277688.0,1258778.0,1199839.0,1164846.0,1158468.0,1025120.0,Queens
92nd Street,5,1427435.0,1423680.0,1367660.0,1304943.0,1346444.0,1195685.0,1116127.0,1037998.0,985049.0,967911.0,Queens
99th Street,5,1660036.0,1712946.0,1876814.0,1304943.0,1346444.0,1195685.0,1116127.0,1037998.0,985049.0,967911.0,Queens
105th Street,5,1354700.0,1365330.0,1376814.0,,,,,,,,Queens
111th Street,5,1630225.0,1719010.0,1664115.0,1561501.0,1482126.0,1414534.0,1315880.0,,994658.0,973276.0,Queens
117th Street,5,1337230.0,1399375.0,1256140.0,1171802.0,1153282.0,1085386.0,1024188.0,,807160.0,774899.0,Queens
121st Street,5,1073416.0,1070850.0,1034590.0,972847.0,937844.0,923364.0,859066.0,836595.0,,,Queens
125th Street,5,900370.0,943920.0,895820.0,884601.0,871900.0,841268.0,800712.0,803718.0,,8939.0,Queens
Miscellaneous,5,,,,40054.0,6039.0,8205.0,8012.0,6623.0,12811.0,,Queens
Adj. with Third Ave. El - Cr.,5,4382239.0,4749483.0,4025116.0,4049432.0,4308381.0,4277982.0,4201475.0,4874338.0,4255649.0,,Queens
THIRD AVENUE LINE - GROSS TOTAL,5,140778076.0,143173076.0,136022816.0,135882711.0,133664436.0,134963470.0,131789106.0,135870781.0,180104866.0,,Queens
"CR. ADJUSTMENT OF JOINT TRAFFIC, PLAINS ROAD LINE",5,,,1.0,1372043.0,1161730.0,1561780.0,2250690.0,2154875.0,3341491.0,2169331.0,Queens
THIRD AVENUE LINE - NET,5,140778076.0,142833645.0,184767060.0,133010668.0,157814233.0,133401740.0,129478416.0,133715906.0,182763397.0,124840150.0,Queens
Whitehall Street (South Ferry),5,1606350.0,1132645.0,1234867.0,4238132.0,4682716.0,4600482.0,4359042.0,4482832.0,4224442.0,4335774.0,Queens
Hanover Square,5,2058369.0,2028800.0,1777300.0,1832115.0,1890490.0,1966805.0,2048817.0,2143040.0,1391472.0,1519677.0,Queens
Fulton Street,5,2799620.0,2921000.0,2736200.0,2971066.0,2877086.0,2826148.0,2726702.0,2802199.0,,,Queens
City Hall,5,923260.0,989483.0,863152.0,858514.0,844695.0,824980.0,797441.0,821998.0,903094.0,787453.0,Queens
Chatham Square,5,6663636.0,6883500.0,6219200.0,6346730.0,6942344.0,7239269.0,7673183.0,7512649.0,2399123.0,2629826.0,Queens
Park Row,5,2762540.0,2600700.0,2590040.0,2510208.0,2424012.0,2411270.0,2370956.0,2399388.0,,,Queens
Grand Street,5,4072241.0,4241500.0,3969500.0,3983084.0,4158371.0,3996697.0,3571856.0,3465438.0,3203458.0,3607102.0,Queens
Canal Street,5,7466335.0,7875300.0,7199000.0,7024844.0,7089176.0,7003042.0,6754600.0,6765488.0,,,Queens
Broome Street,5,1279560.0,1278380.0,1223700.0,1143842.0,1103962.0,905374.0,745728.0,648966.0,4209738.0,3896150.0,Queens
9th Street,5,4056447.0,3985224.0,3722056.0,3719839.0,4045236.0,3871829.0,3674394.0,3674304.0,4021005.0,4388347.0,Queens
14th Street,5,3110780.0,3248006.0,3044000.0,2912363.0,3013264.0,2913163.0,2781340.0,2810309.0,,,Queens
18th Street,5,3922236.0,2244606.0,2097295.0,2092542.0,2162164.0,2043683.0,1940252.0,1924478.0,1733535.0,1689160.0,Queens
23rd Street,5,5076154.0,5226894.0,5093531.0,5464072.0,5284062.0,3310782.0,3009743.0,3146157.0,2820854.0,,Queens
28th Street,5,3270855.0,3353470.0,3209271.0,3419631.0,3530787.0,3310782.0,3009743.0,3146157.0,2820854.0,2776453.0,Queens
34th Street,6,3581184.0,3653251.0,3459360.0,3611362.0,3907253.0,3806660.0,3659237.0,3532455.0,3652879.0,3616613.0,Bronx
24th Street Ferry,6,252503.0,304560.0,145400.0,143820.0,180742.0,97606.0,71660.0,76400.0,61030.0,61160.0,Manhattan
42d Street,6,3339140.0,3611920.0,3462700.0,3685583.0,4167663.0,5286133.0,5718900.0,6349294.0,6238512.0,6540700.0,Bronx
Grand Central (to 12/2/23),6,1525427.0,1470860.0,1290100.0,1358383.0,653184.0,,,,,,Manhattan
47th Street,6,1518008.0,1629123.0,1376903.0,1589421.0,1579271.0,1676834.0,1591505.0,1540130.0,1638852.0,1672089.0,Manhattan
53d Street,6,1596143.0,1628679.0,1583707.0,1660761.0,1720276.0,1812084.0,1876891.0,1719280.0,1697571.0,1630869.0,Manhattan
59th Street,6,3637637.0,3664600.0,4299200.0,4476118.0,8498154.0,4422911.0,3376811.0,8561771.0,4450722.0,4481453.0,Manhattan
67th Street,6,2045804.0,2094069.0,2017076.0,1846570.0,1809348.0,1790846.0,1796846.0,1805468.0,1712946.0,1996900.0,Manhattan
73d Street,6,2548636.0,2530400.0,2442068.0,2379077.0,2295703.0,2220646.0,2141841.0,2234036.0,2076016.0,2072841.0,Manhattan
84th Street,6,2795463.0,2785940.0,2569103.0,2563676.0,2462652.0,2421450.0,2841018.0,2457506.0,2852547.0,2395406.0,Manhattan
89th Street,6,2178639.0,2116266.0,2005920.0,1933760.0,1908885.0,1772969.0,1707182.0,1922415.0,1752813.0,1750575.0,Manhattan
99th Street,6,2230047.0,2215814.0,2142700.0,2064675.0,2004730.0,1876442.0,1722851.0,1746998.0,1558168.0,1499518.0,Manhattan
106th Street,6,5679204.0,6613140.0,5840340.0,4950678.0,4712880.0,4880469.0,4090990.0,4031584.0,3619113.0,3450100.0,Manhattan
116th Street,6,4944619.0,4989280.0,4847600.0,4674695.0,4544406.0,4369061.0,3797961.0,3761249.0,3391104.0,3907944.0,Manhattan
129th Street,6,3487922.0,3663900.0,3474900.0,3443125.0,3440694.0,3337245.0,3266195.0,3448184.0,3192369.0,3108222.0,Manhattan
129th Street,6,714870.0,713890.0,684000.0,661555.0,639557.0,664943.0,672866.0,563221.0,636138.0,521283.0,Manhattan
Willis Avenue (to 4/15/24),6,909040.0,4989220.0,1039060.0,1040880.0,624458.0,,,,,,Manhattan
133d Street,6,1928766.0,1847990.0,1769300.0,1748768.0,1970616.0,2901517.0,3187852.0,3877830.0,3557145.0,3073768.0,Bronx
138th Street,6,2233027.0,2114520.0,2079300.0,2096679.0,1901119.0,1876955.0,1895147.0,2014906.0,1907684.0,1897758.0,Bronx
143d Street,6,2068549.0,1997900.0,1865500.0,1764875.0,1640980.0,1606911.0,1565048.0,1632491.0,1572259.0,1513009.0,Bronx
149th Street,6,3492509.0,3438800.0,3211000.0,3144591.0,3062329.0,3009456.0,2882027.0,3069309.0,3024022.0,2964319.0,Bronx
156th Street,6,3454012.0,3417200.0,3479200.0,3216761.0,3428814.0,4082967.0,2077388.0,2197852.0,2045884.0,2026638.0,Bronx
161st Street,6,3655166.0,3704800.0,3503700.0,3427662.0,3404451.0,3281782.0,3196206.0,3317480.0,3317275.0,3181003.0,Bronx
166th Street,6,3920692.0,3866300.0,3680000.0,3621630.0,3599337.0,3465411.0,4408312.0,3371245.0,3321172.0,3241827.0,Bronx
169th Street,6,3918247.0,4007700.0,4632000.0,4454460.0,4826348.0,4271265.0,4763997.0,4184638.0,4045783.0,3753497.0,Bronx
Claremont Parkway,6,4555225.0,4582700.0,4386100.0,4235959.0,4095925.0,3937407.0,3807107.0,3844834.0,3786543.0,3729153.0,Bronx
174th Street,6,3779186.0,3789400.0,3600500.0,3580724.0,3513849.0,3339057.0,3281119.0,3217640.0,3235234.0,3113179.0,Bronx
177th Street,6,4374853.0,4321600.0,4132800.0,4134171.0,4807684.0,4413501.0,4419957.0,4619403.0,4556654.0,4520845.0,Bronx
180th Street,6,2904324.0,2957040.0,2838520.0,2716969.0,2643519.0,2651258.0,2744596.0,2880746.0,2827730.0,2778049.0,Bronx
183d Street,6,4789724.0,4767630.0,4533600.0,4362640.0,4145184.0,4019376.0,3762969.0,4175829.0,4127116.0,4035460.0,Bronx
Fordham Road,6,2483680.0,2616400.0,2581800.0,2568931.0,2677651.0,2763685.0,2821043.0,3028951.0,3106347.0,4422247.0,Bronx
Bronx Park,6,2262470.0,1833800.0,1424400.0,1396959.0,1661665.0,1379040.0,1255459.0,1285388.0,1212124.0,1103328.0,Bronx
200th Street,6,,113285.0,262869.0,210457.0,246459.0,369690.0,376329.0,291178.0,258500.0,355438.0,Bronx
204th Street,6,,298320.0,429540.0,514765.0,578660.0,644650.0,691518.0,791317.0,867528.0,963791.0,Bronx
Williamsbridge-210th Street,6,,-164780.0,374090.0,261820.0,228697.0,370791.0,867476.0,465779.0,556659.0,639078.0,Bronx
Miscellaneous,6,229042.0,62761.0,40749.0,12189.0,25607.0,25878.0,23478.0,27345.0,26178.0,45178.0,Bronx
Adjustment with Second Ave. El—Dr.,6,4382239.0,4749453.0,4025116.0,4049432.0,4308381.0,4277932.0,4201475.0,4374338.0,4255649.0,4472761.0,Bronx
SIXTH AVENUE LINE—GROSS TOTAL,6,125374820.0,124561013.0,119609010.0,118404476.0,117864765.0,116109600.0,115916040.0,122476418.0,122930172.0,123043884.0,Manhattan
INGTON AVE.,6,7548585.0,7426464.0,8107151.0,3812811.0,5133561.0,4196558.0,3706956.0,3358519.0,5088537.0,5630660.0,Manhattan
SIXTH AVENUE LINE—NET,6,116826704.0,116924649.0,108371866.0,108691665.0,112821192.0,110912948.0,112118984.0,117817809.0,117820641.0,117411884.0,Manhattan
Rector Street,6,2835176.0,2834151.0,2433420.0,2461926.0,2630110.0,2551909.0,2404316.0,2418494.0,2263220.0,2399123.0,Bronx
Cortlandt Street,6,3690559.0,3663573.0,3153103.0,3065613.0,3047320.0,2997046.0,2899097.0,2986993.0,2684030.0,2648494.0,Bronx
Park Place,6,1646482.0,1680414.0,1482390.0,1460414.0,1567516.0,1534934.0,1429523.0,1488200.0,1410210.0,1419210.0,Bronx
Chambers Street,6,1716370.0,1805578.0,1642731.0,1624592.0,1676512.0,1655974.0,1606056.0,1647458.0,1547822.0,1483792.0,Manhattan
Franklin Street,6,1421464.0,1894192.0,1268250.0,1180563.0,1211396.0,1132461.0,1080164.0,1105224.0,1150254.0,1119925.0,Bronx
Grand Street,6,2476492.0,2480416.0,2193820.0,1848721.0,1912024.0,1843984.0,1720578.0,1705224.0,,2119210.0,Manhattan
Bleecker Street,6,3341291.0,3286888.0,3304178.0,3301839.0,3402119.0,3410887.0,3435694.0,3454019.0,3386195.0,3222781.0,Manhattan
4th Street,6,2604134.0,2563618.0,2373517.0,2317714.0,2350244.0,2320516.0,2244119.0,2346195.0,2486043.0,2285519.0,Manhattan
14th Street,6,3557864.0,3627689.0,3842060.0,3649680.0,3620955.0,3671296.0,3714081.0,3917758.0,3939715.0,4134052.0,Bronx
18th Street,6,2684093.0,2622195.0,2542561.0,2546491.0,2759727.0,2652032.0,2696329.0,2527624.0,3417032.0,2328853.0,Bronx
22d Street,6,3754775.0,3640040.0,3340260.0,3357843.0,3577287.0,3457517.0,3369567.0,3412023.0,3360500.0,3301151.0,Manhattan
28th Street,6,2981846.0,2880030.0,2670780.0,2664929.0,2855076.0,2749769.0,2650282.0,2753664.0,2780012.0,2812287.0,Bronx
33d Street,6,7483090.0,7054600.0,6965680.0,7302670.0,7781498.0,7523265.0,7565274.0,7919061.0,7855974.0,7827314.0,Manhattan
38th Street,6,3415020.0,3303600.0,3098340.0,3001075.0,3679448.0,3097685.0,3033095.0,3204855.0,3178396.0,3137502.0,Manhattan
*42d Street,6,6361460.0,6504230.0,6955220.0,6092182.0,7611094.0,6624952.0,8960932.0,7482122.0,7590369.0,7849762.0,Manhattan
50th Street,6,3162036.0,3309060.0,3070800.0,3057860.0,3128054.0,3039267.0,2218906.0,4984245.0,3514552.0,3363009.0,Manhattan
53d Street,6,2079352.0,2166430.0,2055514.0,2094096.0,2181438.0,2262324.0,2356223.0,2371819.0,2377863.0,2350906.0,Manhattan
58th Street (to 6/18/24),6,837995.0,766280.0,606720.0,295486.0,693904.0,,,,,,Manhattan
60th Street,6,3408608.0,3309140.0,3273800.0,3423900.0,3515881.0,3506849.0,4764552.0,5072809.0,4922756.0,4008417.0,Manhattan
66th Street,6,3855159.0,3849236.0,3495000.0,3430631.0,3558184.0,3483372.0,3437337.0,3577359.0,3600743.0,3422377.0,Manhattan
72d Street,6,2541312.0,2605830.0,2493210.0,2543916.0,2701968.0,2728269.0,2879666.0,3250299.0,3374278.0,3849907.0,Manhattan
81st Street,6,3419019.0,3421600.0,3380610.0,3286440.0,3329210.0,3277810.0,3237956.0,3470648.0,3626015.0,3499699.0,Manhattan
86th Street,6,2728993.0,2951840.0,2847660.0,2847096.0,2907147.0,2903514.0,3007076.0,3259544.0,3381559.0,3303037.0,Manhattan
93d Street,6,3977164.0,4066210.0,4031900.0,3809406.0,3896400.0,3743030.0,3638961.0,3778157.0,3938386.0,3163485.0,Manhattan
99th Street,6,3394359.0,3422900.0,3200400.0,3197311.0,3188547.0,3122698.0,3178693.0,3192667.0,3149101.0,3224602.0,Manhattan
104th Street,6,4070877.0,4094380.0,3815040.0,3783311.0,3712255.0,3601768.0,3615626.0,3798086.0,3787036.0,3763230.0,Manhattan
110th Street,6,2857670.0,3117860.0,3004620.0,2953210.0,2927556.0,2854401.0,2830811.0,2900462.0,3097450.0,3059356.0,Manhattan
116th Street,6,4961901.0,5029900.0,4693700.0,4704053.0,4745883.0,4600503.0,4642679.0,4672691.0,4619771.0,4527694.0,Manhattan
*123d Street,6,6351289.0,6405430.0,5853180.0,5784854.0,4911690.0,5954718.0,5914031.0,6161706.0,6012372.0,5926582.0,Manhattan
125th Street,6,4540038.0,4988540.0,4608800.0,4583790.0,4553890.0,4441610.0,4338951.0,4529318.0,4428716.0,4437526.0,Manhattan
135th Street,6,2747592.0,2701430.0,2395770.0,2346862.0,2345710.0,2211649.0,2158789.0,2354807.0,3254089.0,2310553.0,Manhattan
140th Street,6,3843825.0,3594642.0,3066850.0,3020062.0,3596774.0,2853207.0,2773274.0,2840758.0,2861562.0,2923780.0,Manhattan
145th Street,6,3025491.0,3248560.0,2975100.0,2883245.0,2978317.0,2872449.0,2758978.0,2925197.0,2918867.0,2857013.0,Manhattan
151st Street,6,1441449.0,1629010.0,1480630.0,1421619.0,1326695.0,1315239.0,1290081.0,1302839.0,1432294.0,1632229.0,Manhattan
155th Street (from June '25),6,,,,,,,,,,2432475.0,Manhattan
157th Street,6,3274042.0,3650724.0,3495360.0,3355308.0,3134168.0,3951420.0,476701.0,491387.0,498367.0,,Manhattan
Sedgwick Avenue,6,632615.0,834320.0,704800.0,284976.0,729951.0,755225.0,850956.0,847808.0,916881.0,977202.0,Manhattan
Anderson and Jerome Aves.,6,986910.0,975568.0,2167200.0,2120060.0,2183685.0,2128136.0,2207093.0,2116048.0,2150948.0,2285110.0,Bronx
Miscellaneous,6,244396.0,128868.0,121668.0,103099.0,84687.0,47604.0,49044.0,51639.0,53969.0,85769.0,Bronx
NINTH AVENUE LINE—Total,6,40492137.0,40490633.0,35970917.0,38429133.0,39012431.0,34253047.0,35330831.0,37432742.0,36769253.0,36821896.0,Bronx
South Ferry,6,5190498.0,5198634.0,4678000.0,4756910.0,4804436.0,4632145.0,4607155.0,4605450.0,4688695.0,4618400.0,Bronx
Battery Place,6,2396723.0,2317479.0,1917636.0,1848644.0,1837744.0,1756148.0,1686558.0,1783070.0,1706363.0,1713756.0,Bronx
Rector Street,6,678523.0,676030.0,606820.0,563260.0,607356.0,574432.0,561802.0,717021.0,767611.0,797647.0,Bronx
Cortlandt Street,6,3073577.0,2975810.0,3605200.0,3522673.0,3792078.0,3741680.0,3890070.0,3776948.0,3560075.0,3442600.0,Bronx
Barclay Street,6,1269450.0,1298310.0,1107710.0,1050445.0,1016681.0,987018.0,965882.0,1033216.0,992055.0,1023409.0,Bronx
Park Place,6,1523141.0,1499386.0,1337900.0,1343090.0,1390640.0,1271843.0,1279660.0,1235614.0,1240884.0,1207860.0,Bronx
Franklin Street,6,1148087.0,1102142.0,980971.0,969154.0,1008282.0,976424.0,946903.0,925893.0,906120.0,883530.0,Bronx
Desbrosses Street,6,1569218.0,1635780.0,1326680.0,1392635.0,1483717.0,1489539.0,1873741.0,1398806.0,1365514.0,1319218.0,Bronx
Houston Street,6,1406352.0,1413820.0,1280180.0,1264370.0,1376510.0,1286534.0,1284819.0,1285139.0,1280193.0,1234380.0,Bronx
Christopher Street,6,3154889.0,3072700.0,2694760.0,2744206.0,2923450.0,2912565.0,3849178.0,3878490.0,3695208.0,2576468.0,Bronx
14th Street,6,3246701.0,3234920.0,2950400.0,2073979.0,2571470.0,3499792.0,3380613.0,3481032.0,3344549.0,3209815.0,Bronx
18th Street,6,2430540.0,2397600.0,2135300.0,2073070.0,2040430.0,1945791.0,1870342.0,1937500.0,1918090.0,1808930.0,Bronx
23d Street,6,1623538.0,1668514.0,1418385.0,1434119.0,1530607.0,1461715.0,1410741.0,1451640.0,1440593.0,1424148.0,Bronx
28th Street,6,4224009.0,3901060.0,3488700.0,3386796.0,3460870.0,3361390.0,3267095.0,3297870.0,4244401.0,4174823.0,Bronx
34th Street,6,4138871.0,4183096.0,3639359.0,3636142.0,4185426.0,4191768.0,3917514.0,4062876.0,4244401.0,4682640.0,Bronx
42d Street,6,3048655.0,3023941.0,2808591.0,2835421.0,2959371.0,2852813.0,3630153.0,3041353.0,3030602.0,2941948.0,Bronx
50th Street (to July '25),6,3143684.0,3162800.0,1486210.0,1448990.0,1587012.0,1625346.0,18341.0,,,,Manhattan
