label,_page,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,borough
Miscellaneous,6,66905.0,32474.0,35644.0,59068.0,17123.0,18341.0,17320.0,10217.0,14471.0,11862.0,Bronx
"Total, Elevated Division",6,369034477.0,374963051.0,348517316.0,348524700.0,359410056.0,352723553.0,346204574.0,350019660.0,351256534.0,348569124.0,Bronx
,7,49505428.0,44722559.0,88536568.0,88352550.0,80496811.0,86818075.0,80072988.0,87759288.0,41098796.0,42980802.0,
,7,123662051.0,120645490.0,117899882.0,121050988.0,122925230.0,124875927.0,128549835.0,127606063.0,138480287.0,142815864.0,
,7,61316902.0,63385682.0,64073541.0,67476547.0,71608104.0,72588065.0,77988419.0,83400806.0,91262845.0,91071217.0,
,7,52218140.0,52719197.0,61653467.0,61817679.0,64036449.0,63669554.0,57593588.0,60172215.0,64613122.0,64299803.0,
,7,4347180.0,4609756.0,4740732.0,4749129.0,4855765.0,4745277.0,4800068.0,5100026.0,6824670.0,6815672.0,
,7,80545159.0,82224400.0,80035724.0,81260537.0,82500873.0,82809874.0,82829833.0,82916337.0,84698505.0,83753879.0,
,7,47941869.0,49560830.0,47456501.0,47055256.0,48743605.0,49850648.0,51153029.0,51662716.0,84038593.0,83621638.0,
,7,1055826.0,432030.0,448808.0,297754.0,207161.0,215073.0,191103.0,170572.0,211219.0,256820.0,
,7,370505555.0,368180944.0,355235223.0,361060540.0,375374198.0,376332493.0,302179861.0,393879522.0,430227747.0,434643894.0,
,7,101528260.0,116451936.0,123340790.0,132127933.0,138701803.0,143025077.0,182005941.0,158514550.0,176035353.0,179504232.0,
,7,88960036.0,100077536.0,106812725.0,118340486.0,132311615.0,142272715.0,164895215.0,162885308.0,179697587.0,190625818.0,
,7,6114741.0,6522120.0,6866040.0,7033044.0,7669457.0,8119902.0,8740767.0,9390487.0,11469709.0,14276816.0,
,7,,24356428.0,29969931.0,32490610.0,36920468.0,41674144.0,48545369.0,52117351.0,59844877.0,64843530.0,
,7,18900041.0,21787816.0,21750856.0,24579818.0,23955356.0,25395341.0,27909920.0,32839278.0,40418194.0,48663213.0,
,7,215503078.0,271195836.0,289740251.0,314580891.0,339558989.0,360488179.0,392100212.0,415747074.0,467465720.0,497903100.0,
,7,586008533.0,639385780.0,644975474.0,675650431.0,714933187.0,736820672.0,764280073.0,814626596.0,897693467.0,932446803.0,
,7,64389975.0,66278329.0,63012068.0,63806080.0,63776653.0,64407486.0,62227695.0,63039749.0,61448238.0,60789154.0,
,7,140778076.0,143173076.0,136025215.0,135882711.0,138664426.0,134933470.0,131729106.0,136270751.0,130104888.0,128115490.0,
,7,123374289.0,124351013.0,113500016.0,112404476.0,117954753.0,116109500.0,115916940.0,122276412.0,122939178.0,123042584.0,
,7,40492137.0,40490633.0,35970917.0,36429433.0,39012214.0,38253097.0,36330833.0,37432748.0,36766232.0,36621896.0,
,7,369034477.0,374293051.0,348517216.0,348524700.0,359410056.0,352723553.0,346204874.0,359019660.0,351258534.0,348569124.0,
,7,955133110.0,1013678831.0,993492690.0,1025175131.0,1074343243.0,1089544225.0,1130484647.0,1173646256.0,1248952001.0,1281015927.0,
,7,433934048.0,455241162.0,457044837.0,478113107.0,501406071.0,508358912.0,534730067.0,552541542.0,602200900.0,612837281.0,
,7,85352391.0,93947039.0,95506625.0,100700038.0,112044766.0,120307839.0,132382131.0,141150099.0,156240562.0,166583176.0,
,7,54709349.0,76558889.0,75953675.0,78267090.0,84226462.0,88623627.0,96106068.0,98432263.0,110306549.0,117235153.0,
,7,25718165.0,28811015.0,29457207.0,32531002.0,31659226.0,33903350.0,86025852.0,40265195.0,47843231.0,54657761.0,
,7,1170554.0,562622.0,857186.0,344990.0,228810.0,231639.0,205439.0,194642.0,240628.0,201482.0,
,7,-14785874.0,-15735867.0,-13846146.0,-13486696.0,-14841848.0,-14804895.0,-15169484.0,-17977145.0,-19150803.0,-19168060.0,
,7,586008633.0,639385780.0,644975474.0,676650431.0,714933187.0,736820672.0,784280073.0,814626596.0,897693467.0,932446803.0,
,7,203302071.0,200832435.0,285787057.0,286942001.0,307026198.0,290873001.0,283768749.0,301601989.0,383306543.0,280564917.0,
,7,81323763.0,81441313.0,76963998.0,67027519.0,47820064.0,47142554.0,47143287.0,49249533.0,45684534.0,48766399.0,
,7,-670463.0,-453749.0,-450015.0,,103434.0,103434.0,103434.0,100603.0,127664.0,70748.0,
,7,14785874.0,15735867.0,13846146.0,13426696.0,16841648.0,14804895.0,15169484.0,17977145.0,19129893.0,19168060.0,
,7,369034477.0,374293051.0,348517216.0,348524700.0,359410056.0,352723553.0,346204874.0,359019660.0,351258534.0,348569124.0,
,7,955133110.0,1013678831.0,993492690.0,1025175131.0,1074343243.0,1089544225.0,1130484647.0,1173646256.0,1248952001.0,1281015927.0,
,7,26531199.0,29565260.0,31966237.0,34678063.0,37594651.0,39493384.0,43730556.0,48123566.0,55093646.0,55944801.0,
,7,44484254.0,40307748.0,29938128.0,33137189.0,35864163.0,37234126.0,39254110.0,40206328.0,44371106.0,46350069.0,
,7,13320801.0,14868200.0,13845012.0,13467607.0,13640702.0,18414219.0,13600154.0,13474123.0,14652274.0,15170981.0,
BROOKLYN BRIDGE STATION,8,18934009.0,16841830.0,18764086.0,14867004.0,14779906.0,14971081.0,14410831.0,14896316.0,15444985.0,15905668.0,Brooklyn
Park Row,8,16990396.0,14790521.0,15905471.0,13886468.0,12844560.0,12970766.0,12970988.0,12209849.0,11475633.0,13679110.0,Brooklyn
Sands Street,8,2234282.0,2043309.0,1855585.0,1980267.0,1939240.0,2004315.0,2005843.0,2026407.0,1969145.0,2029512.0,Brooklyn
FULTON STREET AVE.,8,86108615.0,85778824.0,88198280.0,40886697.0,44347258.0,46651513.0,49411838.0,49908705.0,47825898.0,47141448.0,Brooklyn
Fulton Ferry,8,137984.0,105251.0,75334.0,71692.0,417622.0,56823.0,45006.0,41605.0,33895.0,24135.0,Brooklyn
Court Street,8,1622416.0,1048597.0,880384.0,919681.0,1040214.0,1141309.0,1303463.0,1603811.0,1565507.0,1639537.0,Brooklyn
Myrtle Avenue,8,441005.0,474830.0,44613.0,38352.0,76302.0,77121.0,83755.0,69759.0,66042.0,60420.0,Brooklyn
Boerum Place,8,2061100.0,1871637.0,1163904.0,1143919.0,1193663.0,1217254.0,1212625.0,1244624.0,1298163.0,1296053.0,Brooklyn
Elm Place,8,1959724.0,1263965.0,1088961.0,1106116.0,1166048.0,1192826.0,1239783.0,1280960.0,1321716.0,1270378.0,Brooklyn
Duffald Street,8,26612.0,21618.0,26402.0,27609.0,27840.0,27113.0,26183.0,26293.0,25568.0,24791.0,Brooklyn
Flatbush Avenue,8,3862201.0,2813955.0,2840152.0,3125635.0,3854869.0,3544893.0,3046683.0,3751822.0,3744353.0,3766898.0,Brooklyn
Lafayette Avenue,8,488628.0,392262.0,361748.0,393474.0,435419.0,433376.0,429160.0,440893.0,432399.0,440720.0,Brooklyn
Cumberland Street,8,478767.0,440593.0,460150.0,561622.0,465763.0,432600.0,501400.0,422196.0,432891.0,449986.0,Brooklyn
Vanderbilt Avenue,8,676247.0,609701.0,563267.0,602625.0,671636.0,722059.0,756084.0,751953.0,756664.0,760887.0,Manhattan
Grand Avenue,8,485302.0,643716.0,643777.0,688351.0,693929.0,672364.0,641160.0,650895.0,671363.0,671363.0,Brooklyn
Franklin Avenue,8,1244547.0,1623286.0,1660902.0,1791788.0,1885815.0,1919907.0,1940628.0,2029748.0,2011874.0,2036643.0,Brooklyn
Nostrand Avenue,8,1396166.0,1479343.0,1556732.0,1765034.0,1833957.0,1826662.0,1826283.0,1955387.0,2010895.0,2038210.0,Brooklyn
Tompkins Avenue,8,899242.0,992856.0,1059449.0,1147611.0,1176342.0,1152155.0,1262760.0,1295553.0,1355307.0,1388201.0,Brooklyn
Troy Avenue (Sumner Ave.),8,1163278.0,1330326.0,1255221.0,1301622.0,1370815.0,1417199.0,1421767.0,1461829.0,1511243.0,1557077.0,Brooklyn
Reid Avenue (Utica Ave.),8,1334615.0,1418450.0,1449488.0,1534562.0,1594517.0,1664801.0,1603982.0,1622442.0,1696269.0,1575154.0,Brooklyn
Ralph Avenue,8,1790535.0,1896033.0,1947237.0,1844700.0,2018100.0,2080714.0,2033332.0,1829480.0,1798458.0,1889364.0,Brooklyn
Saratoga Avenue,8,1915094.0,1976030.0,2009135.0,2076953.0,2129783.0,2162883.0,2059324.0,1963371.0,1873642.0,1802627.0,Brooklyn
Rockaway Avenue,8,1804522.0,1850774.0,2024752.0,1979459.0,1927381.0,1988968.0,2013547.0,2089490.0,2072898.0,2064169.0,Brooklyn
Atlantic Avenue,8,2578012.0,2663599.0,3063609.0,3146305.0,3091263.0,3048121.0,2936855.0,2931112.0,2737575.0,2764070.0,Brooklyn
Hinsdale Street,8,451820.0,414219.0,480076.0,616129.0,607131.0,657791.0,612935.0,599018.0,580286.0,600143.0,Brooklyn
Pennsylvania Avenue,8,1608318.0,1610430.0,1840281.0,1603915.0,1619818.0,1860860.0,1489866.0,1414822.0,1353260.0,1385808.0,Brooklyn
Van Sicklen Avenue,8,1829855.0,2086436.0,3231184.0,2380014.0,2252847.0,2051023.0,1804676.0,1726320.0,1598227.0,1372368.0,Brooklyn
Linwood Street,8,1712072.0,1999454.0,2216934.0,2224611.0,2191652.0,2101042.0,1891194.0,1814726.0,1697094.0,1672665.0,Brooklyn
Montauk Avenue,8,1062775.0,1184058.0,1261359.0,1346910.0,1412620.0,1478121.0,1488901.0,1612676.0,1617430.0,1641357.0,Brooklyn
Chestnut Street,8,820324.0,870845.0,888612.0,907831.0,948418.0,998666.0,1075361.0,1179951.0,1248565.0,1260160.0,Brooklyn
Crescent Street,8,417963.0,440940.0,494482.0,537671.0,555810.0,850743.0,870951.0,808009.0,677460.0,700329.0,Brooklyn
Grant Avenue (City Line),8,1331398.0,1308762.0,1459017.0,1563368.0,1483769.0,1409857.0,1380242.0,1308585.0,1263284.0,1416148.0,Brooklyn
Hudson Street,8,140894.0,156607.0,222283.0,271483.0,415053.0,856306.0,681630.0,750156.0,784533.0,840991.0,Brooklyn
Boyd Street,8,256862.0,384698.0,520105.0,635930.0,661086.0,875215.0,1093025.0,1095494.0,1099248.0,,Brooklyn
Rockaway Boulevard,8,438722.0,847475.0,906302.0,1053325.0,1432976.0,1697606.0,1920813.0,1730467.0,1960301.0,1735034.0,Brooklyn
Oxford Avenue,8,297723.0,245139.0,460583.0,510073.0,871094.0,1009199.0,1053508.0,1159945.0,1147641.0,1658669.0,Brooklyn
Greenwood Avenue,8,414587.0,550883.0,625046.0,1169560.0,1476298.0,1814708.0,1494883.0,1647514.0,1420599.0,1943919.0,Brooklyn
Lefferts Avenue,8,767025.0,906499.0,1291041.0,1740044.0,3771898.0,3394768.0,3923501.0,4266462.0,4406296.0,4336217.0,Brooklyn
LEXINGTON AVENUE (JAMAICA) LINE,8,86047218.0,40517799.0,43962244.0,48906018.0,45645318.0,80772030.0,81745360.0,85102885.0,85394286.0,81173457.0,Manhattan
High Street,8,144906.0,218305.0,213888.0,229422.0,261538.0,303884.0,363425.0,388831.0,394563.0,392943.0,Manhattan
Adams Street,8,2340017.0,2806314.0,2812746.0,2965505.0,2953412.0,3033593.0,3033325.0,3109339.0,3284945.0,3304776.0,Manhattan
Bridge Street,8,1641087.0,1453075.0,1747416.0,1892956.0,1812989.0,1895194.0,2049206.0,2055381.0,2122519.0,2155038.0,Manhattan
Navy Street,8,600727.0,990733.0,642645.0,723701.0,739362.0,760600.0,949432.0,807553.0,850229.0,884400.0,Manhattan
Vanderbilt Avenue,8,885635.0,1004303.0,904865.0,931344.0,966184.0,988307.0,970041.0,916586.0,858890.0,876815.0,Manhattan
Washington Avenue,8,416192.0,492095.0,443197.0,484062.0,514690.0,601661.0,630882.0,684832.0,680620.0,682528.0,Manhattan
Myrtle and Grand Avenues,8,418094.0,460412.0,442987.0,506769.0,524552.0,628232.0,533087.0,502636.0,465464.0,445843.0,Manhattan
De Kalb Avenue,8,452269.0,475106.0,516310.0,538512.0,527802.0,630875.0,493282.0,516088.0,499135.0,493466.0,Manhattan
Greene Avenue,8,527813.0,563149.0,542371.0,589368.0,596391.0,670279.0,653014.0,655003.0,630177.0,648177.0,Manhattan
Flushing Avenue,8,487865.0,581887.0,555309.0,575372.0,569649.0,565414.0,571132.0,576030.0,578852.0,587589.0,Brooklyn
Nostrand Avenue,8,735796.0,888692.0,920155.0,951022.0,949429.0,963699.0,916889.0,951838.0,947141.0,905747.0,Brooklyn
Tompkins Avenue,8,630317.0,763423.0,753651.0,766112.0,772270.0,826659.0,803610.0,793003.0,806504.0,770655.0,Brooklyn
Sumner Avenue,8,966231.0,1115659.0,1084991.0,1114754.0,1137721.0,1176295.0,1162849.0,1134104.0,1121588.0,1082473.0,Brooklyn
Reid Avenue,8,964940.0,896608.0,861738.0,862609.0,851155.0,834763.0,834698.0,763038.0,739845.0,729768.0,Manhattan
Gates Avenue,8,3965164.0,4176475.0,4573699.0,4765992.0,4928997.0,4900638.0,4838373.0,4876854.0,4790426.0,4239585.0,Manhattan
Halsey Street,8,3875895.0,4073325.0,4207824.0,4258516.0,4373900.0,4311813.0,4207884.0,4278852.0,4177827.0,3455833.0,Manhattan
Chauncey Street,8,2647801.0,2973900.0,3153000.0,3159036.0,3261986.0,3288787.0,3278710.0,3318751.0,3305290.0,2407414.0,Manhattan
Eastern Parkway,8,735243.0,1031824.0,1141173.0,1237420.0,1319820.0,1326924.0,1318691.0,1380692.0,1380091.0,999815.0,Brooklyn
Alabama Avenue,8,420781.0,481847.0,650094.0,856700.0,911470.0,1150830.0,1184295.0,1236662.0,1227384.0,1236984.0,Brooklyn
Van Sicklen Avenue,8,614867.0,831177.0,991318.0,1082650.0,1161470.0,1190830.0,1184295.0,1236662.0,1227384.0,1236984.0,Brooklyn
Cleveland Street,8,923246.0,1031371.0,1265583.0,1280792.0,1382763.0,1403755.0,1309860.0,1350634.0,1340457.0,1358430.0,Brooklyn
Norwood Avenue,8,1049286.0,1174138.0,1381311.0,1434575.0,1609261.0,1720094.0,1673590.0,1671309.0,1636420.0,1779364.0,Brooklyn
Crescent Street,8,1035619.0,1143872.0,1380423.0,1532927.0,1768048.0,1851135.0,1878300.0,1885800.0,1870652.0,1799364.0,Brooklyn
Cypress Hills,8,371782.0,404062.0,437855.0,466390.0,693242.0,618236.0,618715.0,521720.0,621562.0,654187.0,Brooklyn
Elderts Lane,8,924613.0,793380.0,900048.0,1023459.0,1474095.0,1544258.0,1046633.0,808095.0,1050490.0,1130197.0,Brooklyn
Forest Parkway,8,1431441.0,1618961.0,1750079.0,1793300.0,1846347.0,1804141.0,1774861.0,1789725.0,1760406.0,1791604.0,Brooklyn
Woodhaven Boulevard,8,1111150.0,1163429.0,1280693.0,1407860.0,1464869.0,1510470.0,1510470.0,1188672.0,1208897.0,1527729.0,Brooklyn
Freedom Avenue (111 St.),8,966131.0,1126217.0,1231921.0,1258346.0,1345090.0,1366470.0,1270469.0,1188672.0,1208897.0,1527729.0,Brooklyn
Greenwood Avenue (111th St.),8,1024672.0,1129655.0,1268341.0,1314102.0,1336413.0,1329000.0,1272079.0,1271248.0,1267455.0,1269414.0,Brooklyn
Spruce Street (121st St.),8,520397.0,636702.0,,644900.0,669205.0,672242.0,671915.0,651478.0,692294.0,699305.0,Brooklyn
Manhattan Avenue,8,1143151.0,,371426.0,600978.0,610205.0,,,,,,Manhattan
Queens Boulevard,8,318827.0,844142.0,422603.0,494015.0,585745.0,612748.0,808069.0,621000.0,680103.0,660653.0,Queens
Sutphin Road (L.I.R.R. Depot),8,85156.0,193250.0,203826.0,1156907.0,1159607.0,,2239319.0,3120395.0,3405308.0,3437861.0,Queens
Newark Avenue (160th St.),8,1373845.0,1629864.0,1944012.0,2152134.0,3243477.0,3484376.0,3021478.0,3454004.0,3405308.0,3437861.0,Queens
Clifside Avenue (168th St.),8,894190.0,1117199.0,1535233.0,1781949.0,3227652.0,2439483.0,2587105.0,,,,Queens
MYRTLE AVENUE LINE,8,18534511.0,17464618.0,,24255898.0,,,,35727195.0,37054641.0,31392413.0,Brooklyn
Franklin Avenue,8,762318.0,672003.0,918841.0,978362.0,997509.0,992947.0,979830.0,953334.0,953889.0,978380.0,Brooklyn
Nostrand Avenue,8,937665.0,1097645.0,1190626.0,1272588.0,1370416.0,1410817.0,1406761.0,1468926.0,1505335.0,1567799.0,Brooklyn
Tompkins Avenue,8,1087695.0,1293434.0,1415826.0,1484516.0,1617656.0,1688786.0,1640832.0,1538604.0,1656318.0,1667799.0,Brooklyn
Sumner Avenue,8,673323.0,730016.0,773036.0,613619.0,657408.0,696417.0,884007.0,831967.0,896674.0,953287.0,Brooklyn
Central Avenue,8,2368072.0,2528102.0,,3002628.0,,,,,,,Brooklyn
Knickerbocker Avenue,8,2355176.0,2550817.0,2587594.0,2705948.0,2842379.0,2925880.0,2846230.0,2786026.0,2817338.0,2310536.0,Brooklyn
Wyckoff Avenue,8,3051382.0,3800805.0,3616761.0,3809178.0,3999484.0,4108518.0,4073655.0,4204820.0,4340478.0,4488418.0,Brooklyn
Seneca Avenue,8,1446619.0,1806539.0,1868558.0,1939218.0,2040013.0,2109358.0,1934458.0,1930562.0,2135075.0,1434259.0,Brooklyn
Forest Avenue (Madison Bl.),8,2494740.0,2716331.0,2672355.0,2685950.0,2691098.0,2654036.0,2580043.0,2546688.0,2515211.0,2465287.0,Brooklyn
Fresh Pond Road,8,2711050.0,2808670.0,3171753.0,3373692.0,3609874.0,3800207.0,3866448.0,,,,Brooklyn
Metropolitan Avenue,8,1341779.0,1353111.0,,1503856.0,,,,2108991.0,2197117.0,2355026.0,Brooklyn
BROADWAY (BROOKLYN) STATION,8,19261825.0,21774829.0,24870928.0,25690310.0,28234706.0,28460625.0,35464350.0,35194440.0,34425140.0,31825733.0,Brooklyn
Marcy Avenue,8,3815986.0,4629293.0,4966461.0,3840741.0,4718598.0,3440470.0,3497821.0,3459749.0,3585449.0,3494488.0,Brooklyn
Hewes Street,8,2607073.0,2853497.0,3024819.0,3849741.0,3274598.0,3766590.0,3497821.0,3459749.0,3585449.0,3494488.0,Brooklyn
Lorimer Street,8,3188158.0,3483792.0,4007411.0,4252338.0,4759676.0,4320142.0,4052518.0,3859791.0,3649102.0,3196160.0,Brooklyn
Flushing Avenue,8,4103460.0,4472256.0,4790348.0,4953398.0,5391368.0,5281044.0,4917459.0,4753289.0,4737461.0,4544139.0,Brooklyn
Myrtle Avenue,8,3745357.0,3961304.0,4182875.0,4231834.0,4637336.0,4621814.0,4587542.0,4566782.0,4504398.0,4384699.0,Brooklyn
Kosciusko Street,8,1609691.0,1757408.0,1976508.0,2159062.0,2424010.0,2492569.0,2518397.0,2562450.0,,,Brooklyn
CANARSIE LINE,8,,11746421.0,,,,,,,,,Brooklyn
Sutter Avenue,8,4066545.0,4113418.0,4197555.0,4350779.0,4774565.0,4324615.0,4186032.0,4188174.0,4352969.0,4259763.0,Brooklyn
Livonia Avenue,8,3612003.0,3169250.0,3108143.0,3215847.0,3531141.0,3373241.0,3062863.0,3708357.0,3479271.0,3359766.0,Brooklyn
New Lots Road,8,2946188.0,2429620.0,2760345.0,2780523.0,2997869.0,2929507.0,,,,,Brooklyn
East 105th Street,8,15132.0,20900.0,35019.0,41209.0,,58790.0,71040.0,78484.0,104902.0,187421.0,Brooklyn
Rockaway Parkway,8,726279.0,899777.0,1004200.0,1065028.0,1514158.0,1450389.0,1145790.0,,,,Brooklyn
Flatlands,8,,7427.0,80050.0,35382.0,38033.0,22543.0,,,,,Brooklyn
Avenue L,8,,6633.0,28089.0,65108.0,74243.0,45665.0,660853.0,869330.0,1947305.0,1980865.0,Brooklyn
Canarsie Terminal,8,820777.0,876702.0,810575.0,816161.0,455878.0,455451.0,,,,,Brooklyn
,9,77689073.0,94349408.0,108982945.0,119154398.0,135932685.0,150885171.0,162482343.0,177428078.0,183597891.0,191908939.0,
,9,1761988.0,2539441.0,3180802.0,3708384.0,4422234.0,4786032.0,5054977.0,6442982.0,6657250.0,8049849.0,
,9,38384060.0,52839629.0,24058870.0,35706114.0,42258403.0,7453607.0,8275574.0,9469275.0,9763609.0,9052164.0,
,9,,2297179.0,2534621.0,4343488.0,4179366.0,,,,,,
,9,,2082780.0,2055816.0,6977328.0,4163000.0,6659359.0,4931349.0,5664220.0,5592540.0,8803444.0,
,9,48175972.0,62407180.0,49067286.0,82193641.0,57838316.0,58986375.0,61149612.0,63933210.0,64245188.0,64593418.0,
,9,13442227.0,15140847.0,37958413.0,19213589.0,22390870.0,26080259.0,22924244.0,28866739.0,29495585.0,29820098.0,
,9,,3409900.0,7810130.0,8513285.0,9573461.0,10291549.0,10992003.0,11629257.0,12294921.0,12761907.0,
,9,6235640.0,1580138.0,2701494.0,2803794.0,2601534.0,5278968.0,3614808.0,4369357.0,5323421.0,7015693.0,
,9,,,,1333055.0,1193087.0,8596423.0,7020373.0,7240271.0,7540779.0,7708269.0,
,9,,,,1220557.0,6040731.0,8106483.0,6478194.0,9757625.0,11264671.0,12987026.0,
,9,184591976.0,205651027.0,229450577.0,251458229.0,292816848.0,336761619.0,362182749.0,387822298.0,397734550.0,420710635.0,
,9,18034009.0,16842830.0,16764056.0,15867004.0,14779006.0,14075081.0,14410631.0,14296316.0,13444983.0,12908628.0,
,9,86904507.0,85779264.0,88135440.0,40880697.0,44347237.0,46084405.0,46248625.0,47403705.0,47372093.0,47392958.0,
,9,10434802.0,11606565.0,11617989.0,18025945.0,11740196.0,11632566.0,11875106.0,11609674.0,11573618.0,11714098.0,
,9,26047513.0,22305672.0,22829244.0,23508012.0,40643312.0,30772030.0,51743350.0,53108285.0,53394086.0,81175437.0,
,9,18210680.0,20464618.0,20953097.0,21907060.0,23255863.0,23976098.0,23558517.0,23798440.0,24526440.0,21253733.0,
,9,19261826.0,21774229.0,21844899.0,21620419.0,11620419.0,12533907.0,12442007.0,11955121.0,12981292.0,13281622.0,
,9,10046053.0,11233574.0,11620419.0,12105254.0,12533907.0,12442007.0,11855121.0,11855121.0,12288929.0,14234038.0,
,9,14771958.0,19378250.0,24299463.0,37353224.0,50949221.0,35255321.0,16608510.0,19635454.0,22204145.0,24073315.0,
,9,17479690.0,12116330.0,13868220.0,14908399.0,14932623.0,16825685.0,16050745.0,16523884.0,16170014.0,17395474.0,
,9,190690953.0,196699966.0,212328608.0,226700813.0,241007341.0,251698289.0,265065922.0,265559230.0,270810058.0,269043040.0,
,9,,,,,309496.0,282764.0,319087.0,142506.0,90451.0,90912.0,
,9,,,,,118167.0,111063.0,100609.0,172784.0,178208.0,186075.0,
,9,,,,,1475545.0,1864103.0,2123295.0,3378426.0,225923.0,310185.0,
,9,,,,,,6039.0,,9073.0,,,
,9,,,,,2081839.0,2437099.0,2621190.0,3695461.0,623039.0,600974.0,
,9,,,,,688801.0,359022.0,463020.0,466714.0,385097.0,474583.0,
,9,1499706.0,2618747.0,2968044.0,2741828.0,2770640.0,2796121.0,3103210.0,3162165.0,1008136.0,1075557.0,
,9,376782635.0,404970640.0,444747229.0,480900870.0,537194829.0,591256029.0,621251881.0,656543693.0,669552744.0,690820232.0,
,9,124484864.0,144827909.0,160131088.0,172455611.0,193674549.0,216354543.0,228684429.0,244883956.0,249728721.0,255858301.0,
,9,221441631.0,233906466.0,253327969.0,272199312.0,295043172.0,319002502.0,332140549.0,348701484.0,356491764.0,362902603.0,
,9,19408634.0,23917428.0,28320128.0,33504119.0,45706468.0,53103863.0,57323693.0,59752088.0,61408172.0,70003771.0,
,9,1499706.0,2618747.0,2968044.0,2741828.0,2770640.0,2796121.0,3103210.0,3162165.0,1008136.0,1075557.0,
,9,376782635.0,404970640.0,444747229.0,480900870.0,537194829.0,591256029.0,621251881.0,656543693.0,669552744.0,690820232.0,
ADWAY-FOURTH AVE. LINE,10,179350838.0,199248021.0,221840447.0,240890754.0,273018401.0,297817143.0,814465768.0,856627806.0,845817855.0,847118865.0,
Jurens Plaza (from 8/1/20),10,,1580138.0,2701494.0,2893764.0,2605537.0,8125001.0,8614880.0,8860303.0,153697801.0,101908939.0,Queens
"CADWAY LINE, MANHATTAN",10,77689073.0,94849408.0,103682515.0,119141568.0,135060483.0,160891171.0,162482458.0,177129078.0,5178761.0,5719550.0,Manhattan
exington Avenue (from 8/1/18),10,1059816.0,1321655.0,1424761.0,2576514.0,3207242.0,3724887.0,4121832.0,4604380.0,5133467.0,5610822.0,Manhattan
41th Avenue (8/1/18),10,854300.0,1129076.0,1207671.0,1380220.0,1620400.0,2150040.0,2204984.0,2627584.0,7067815.0,8284416.0,Manhattan
77th Street (from 7/10/10),10,2658109.0,3120006.0,3714348.0,4279130.0,5017466.0,6034626.0,6327584.0,7178821.0,10616738.0,11665510.0,Manhattan
79th Street (from 7/10/19),10,2957431.0,3604506.0,4234225.0,4760580.0,5842522.0,6846572.0,8145823.0,9672102.0,24630250.0,28938770.0,Manhattan
Times Square,10,12318014.0,14674573.0,17070500.0,19157072.0,22793088.0,31083283.0,34122794.0,36584876.0,27654833.0,29258274.0,Manhattan
14th Street,10,11067119.0,12566574.0,14723077.0,15434286.0,20393662.0,21853851.0,8621193.0,6033568.0,6372721.0,6425157.0,Manhattan
34th Street,10,4213364.0,4132992.0,4611888.0,4892007.0,5393324.0,5766039.0,6082112.0,11024968.0,6227896.0,6523078.0,Manhattan
23rd Street,10,7263364.0,7465097.0,8216483.0,8334889.0,9306908.0,10826951.0,10723065.0,12082956.0,22891015.0,24411824.0,Manhattan
Union Square,10,11679353.0,13605315.0,15327993.0,15634576.0,18195203.0,19690245.0,7831529.0,8768043.0,5714193.0,6126558.0,Manhattan
8th Street,10,5085365.0,5155841.0,5774654.0,5985654.0,6823614.0,6848609.0,6256284.0,4768075.0,5715079.0,5805858.0,Manhattan
Prince Street,10,3876850.0,3780455.0,4043305.0,4514152.0,5791796.0,6477674.0,4790900.0,8100167.0,5104162.0,4475890.0,Manhattan
Canal Street,10,2012968.0,2206250.0,2475986.0,3758820.0,4095170.0,4495478.0,5280166.0,5628840.0,6165460.0,6329994.0,Manhattan
City Hall,10,2970240.0,5794802.0,6297516.0,9461251.0,6953278.0,,14641098.0,12632040.0,15995353.0,16165072.0,Manhattan
Cortlandt Street,10,4006471.0,4399947.0,10492284.0,11453942.0,14076395.0,15891455.0,4611925.0,8025233.0,8207241.0,6932268.0,Manhattan
Rector Street,10,1827295.0,3032270.0,3440176.0,3773465.0,3565176.0,4340347.0,4814799.0,6392605.0,5526425.0,3909094.0,Manhattan
Whitehall Street,10,1267019.0,3385440.0,4323376.0,4538453.0,5257492.0,5861498.0,4054977.0,4448988.0,8067850.0,8040849.0,Manhattan
NAL STREET-BROADWAY STATION,10,2194961.0,2839441.0,3703528.0,3708384.0,4483834.0,4786058.0,48085753.0,49850047.0,47881792.0,54227176.0,Manhattan
NTRE STREET LOOP,10,86584080.0,85830619.0,84068870.0,86706114.0,107475308.0,83441079.0,62053447.0,40560447.0,14074169.0,13121727.0,Manhattan
Lasex Street,10,6240620.0,10046165.0,9049469.0,11716261.0,12937619.0,14703537.0,5113141.0,8367407.0,7898129.0,4624701.0,Manhattan
Bleeker,10,1660626.0,2355055.0,6778859.0,7071432.0,7662965.0,8107035.0,3100853.0,2790337.0,3243297.0,3695125.0,Manhattan
Canal Street,10,3298518.0,2829276.0,2015054.0,3049828.0,2498960.0,3192338.0,14963914.0,14985463.0,15086205.0,13411296.0,Manhattan
Chambers Street,10,19231853.0,2754989.0,13238249.0,13808395.0,15218823.0,15330469.0,8276374.0,9469276.0,9763809.0,9852184.0,Manhattan
NTAGUE STREET TUNNEL CONN.,10,,2897179.0,9534821.0,4343488.0,5103616.0,2003652.0,2518005.0,2061836.0,2383189.0,3350905.0,Manhattan
